Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Entropy (bits)	Max Amp (U)	Freq Contour 25% (Hz)	Freq Contour 50% (Hz)	Freq Contour 75% (Hz)	Inband Power (dB FS)	PFC Avg Slope (Hz/ms)	PFC Max Slope (Hz/ms)	PFC Slope (Hz/ms)	Agg Entropy (bits)	Avg Entropy (bits)	BW 90% (Hz)	Trial
1	Spectrogram 1	1	0.000000000	2.000000000	0.0	24000.0	9.003		0.000;0.000;0.000;0.000;843.750;140.625;93.750;187.500;93.750;46.875;46.875;46.875;46.875;93.750;93.750;93.750;93.750;515.625;375.000;46.875;46.875;46.875;93.750;281.250;93.750;93.750;93.750;46.875;46.875;46.875;46.875;140.625;46.875;46.875;140.625;93.750;46.875;46.875;187.500;328.125;93.750;140.625;93.750;46.875;328.125;93.750;187.500;93.750;46.875;140.625;93.750;140.625;140.625;140.625;93.750;46.875;93.750;93.750;93.750;93.750;93.750;93.750;93.750;46.875;46.875;1031.250;46.875;46.875;46.875;46.875;93.750;93.750;93.750;93.750;46.875;46.875;46.875;46.875;93.750;46.875;46.875;93.750;93.750;187.500;93.750;46.875;93.750;46.875;46.875;46.875;140.625;46.875;46.875;46.875;0.000;46.875;46.875;93.750;140.625;93.750;187.500;93.750;281.250;46.875;46.875;187.500;93.750;93.750;93.750;93.750;93.750;46.875;46.875;937.500;328.125;46.875;421.875;421.875;93.750;46.875;46.875;46.875;46.875;46.875;46.875;46.875;46.875;46.875;46.875;140.625;93.750;328.125;140.625;93.750;703.125;656.250;843.750;796.875;93.750;93.750;93.750;93.750;46.875;46.875;93.750;46.875;93.750;93.750;46.875;93.750;93.750;46.875;93.750;140.625;281.250;93.750;46.875;93.750;93.750;93.750;234.375;515.625;234.375;281.250;93.750;93.750;93.750;46.875;46.875;140.625;46.875;46.875;46.875;46.875;140.625;93.750;3140.625;93.750;93.750;46.875;93.750;187.500;93.750;46.875;46.875;93.750;93.750;93.750;140.625;93.750;1359.375;93.750;93.750;93.750;93.750;46.875;46.875;93.750;93.750;46.875;93.750;140.625;3468.750;187.500;93.750;281.250;93.750;234.375;1687.500;93.750;46.875;46.875;46.875;46.875;46.875;140.625;46.875;93.750;46.875;46.875;46.875;93.750;93.750;46.875;46.875;46.875;46.875;46.875;1781.250;46.875;93.750;93.750;46.875;187.500;46.875;46.875;46.875;46.875;46.875;93.750;468.750;703.125;140.625;46.875;93.750;1453.125;562.500;46.875;46.875;46.875;93.750;46.875;46.875;46.875;93.750;46.875;46.875;93.750;93.750;46.875;46.875;46.875;46.875;46.875;46.875;187.500;328.125;421.875;46.875;46.875	0.000;0.000;0.000;0.000;4078.125;187.500;140.625;421.875;375.000;93.750;93.750;93.750;93.750;93.750;3046.875;281.250;140.625;4312.500;1687.500;93.750;93.750;93.750;750.000;421.875;375.000;281.250;140.625;93.750;93.750;93.750;46.875;937.500;234.375;187.500;703.125;562.500;468.750;140.625;609.375;703.125;140.625;281.250;281.250;3093.750;7593.750;93.750;2250.000;281.250;140.625;1546.875;328.125;562.500;421.875;1078.125;187.500;93.750;140.625;187.500;140.625;140.625;93.750;140.625;93.750;93.750;93.750;2203.125;93.750;93.750;93.750;93.750;140.625;140.625;140.625;93.750;93.750;93.750;187.500;93.750;140.625;93.750;93.750;140.625;140.625;1078.125;281.250;140.625;281.250;93.750;93.750;93.750;281.250;93.750;46.875;93.750;46.875;93.750;93.750;140.625;140.625;281.250;421.875;421.875;609.375;93.750;46.875;328.125;140.625;421.875;140.625;140.625;140.625;93.750;140.625;1359.375;1218.750;140.625;1640.625;1312.500;328.125;93.750;93.750;93.750;93.750;93.750;93.750;234.375;421.875;93.750;93.750;421.875;140.625;1078.125;937.500;187.500;937.500;843.750;890.625;843.750;375.000;234.375;140.625;375.000;93.750;93.750;93.750;93.750;375.000;140.625;140.625;187.500;750.000;93.750;140.625;375.000;656.250;93.750;93.750;140.625;281.250;421.875;656.250;750.000;750.000;468.750;140.625;140.625;421.875;656.250;93.750;609.375;93.750;93.750;93.750;93.750;281.250;140.625;7546.875;421.875;93.750;93.750;328.125;2015.625;1265.625;93.750;93.750;843.750;140.625;140.625;562.500;328.125;7453.125;281.250;140.625;703.125;234.375;328.125;93.750;140.625;281.250;140.625;140.625;375.000;10640.625;10171.875;140.625;3796.875;328.125;3328.125;2343.750;140.625;93.750;93.750;93.750;46.875;140.625;937.500;93.750;140.625;93.750;93.750;93.750;140.625;140.625;375.000;93.750;93.750;93.750;1171.875;3562.500;234.375;140.625;328.125;93.750;2531.250;93.750;46.875;93.750;93.750;93.750;93.750;3140.625;3187.500;3140.625;93.750;1546.875;3562.500;4687.500;140.625;93.750;93.750;140.625;93.750;93.750;93.750;890.625;93.750;93.750;140.625;140.625;93.750;93.750;187.500;46.875;93.750;93.750;3890.625;3375.000;3281.250;93.750;93.750	0.000;0.000;0.000;0.000;8859.375;515.625;468.750;1359.375;3000.000;1125.000;187.500;140.625;140.625;328.125;7218.750;6093.750;2343.750;7453.125;6421.875;1546.875;140.625;187.500;2671.875;3468.750;984.375;421.875;1265.625;140.625;1875.000;421.875;1921.875;4781.250;2015.625;2343.750;4078.125;3187.500;2250.000;796.875;4031.250;5062.500;1828.125;1781.250;2671.875;10078.125;9515.625;234.375;8765.625;2203.125;375.000;8437.500;4031.250;6984.375;5812.500;6890.625;3609.375;140.625;1078.125;3703.125;281.250;140.625;1078.125;187.500;140.625;140.625;140.625;7546.875;187.500;421.875;609.375;140.625;140.625;468.750;703.125;140.625;140.625;93.750;1078.125;140.625;375.000;281.250;140.625;140.625;234.375;4875.000;3234.375;890.625;703.125;140.625;140.625;140.625;2625.000;140.625;93.750;234.375;281.250;140.625;234.375;1125.000;984.375;1265.625;1781.250;2390.625;1593.750;140.625;140.625;562.500;421.875;2531.250;1125.000;375.000;1031.250;562.500;421.875;1546.875;1500.000;796.875;8250.000;5859.375;890.625;140.625;140.625;796.875;140.625;140.625;140.625;6750.000;7734.375;140.625;140.625;1218.750;1125.000;8578.125;1031.250;2671.875;1125.000;1078.125;10406.250;890.625;937.500;796.875;656.250;796.875;187.500;140.625;140.625;140.625;1453.125;1171.875;984.375;703.125;7406.250;468.750;843.750;1546.875;4921.875;703.125;140.625;468.750;1265.625;1406.250;3937.500;2765.625;2859.375;1265.625;468.750;1171.875;1453.125;2156.250;609.375;2156.250;281.250;93.750;328.125;328.125;4500.000;8156.250;10031.250;3937.500;234.375;140.625;5859.375;8390.625;5812.500;1078.125;421.875;5296.875;796.875;11484.375;11671.875;4546.875;12234.375;8109.375;1828.125;8718.750;7500.000;5484.375;1500.000;2953.125;10546.875;9656.250;10546.875;11156.250;12234.375;11765.625;9187.500;11156.250;9515.625;10359.375;3515.625;1546.875;234.375;328.125;3281.250;1031.250;2578.125;6890.625;140.625;8625.000;703.125;140.625;140.625;937.500;468.750;3375.000;3609.375;140.625;3140.625;3609.375;5250.000;5906.250;6703.125;10359.375;281.250;8906.250;7171.875;796.875;93.750;93.750;140.625;937.500;6234.375;7453.125;5437.500;3046.875;4921.875;6796.875;6937.500;3234.375;140.625;140.625;3187.500;140.625;140.625;2203.125;5296.875;4078.125;140.625;187.500;2906.250;3187.500;3234.375;3750.000;3328.125;328.125;3375.000;6656.250;6750.000;6187.500;3890.625;2906.250	-48.57	0.047	478.045	0.000;0.000;0.000;6.374;12.748;-6.374;-6.374;6.374;-6.374;6.374;0.000;0.000;0.000;0.000;0.000;0.000;12.748;25.496;-44.618;6.374;-6.374;0.000;38.244;6.374;-44.618;6.374;0.000;-6.374;0.000;0.000;6.374;-6.374;0.000;6.374;-6.374;0.000;6.374;-6.374;38.244;-31.870;6.374;-12.748;0.000;0.000;6.374;6.374;-12.748;6.374;0.000;0.000;0.000;0.000;0.000;0.000;0.000;6.374;-6.374;0.000;0.000;0.000;0.000;0.000;0.000;0.000;133.853;-140.227;0.000;6.374;0.000;0.000;0.000;0.000;0.000;0.000;-6.374;-6.374;12.748;6.374;-6.374;0.000;0.000;0.000;-6.374;0.000;0.000;6.374;0.000;0.000;0.000;6.374;-12.748;0.000;0.000;0.000;0.000;6.374;0.000;6.374;-6.374;12.748;-12.748;70.113;-70.113;-6.374;12.748;-6.374;0.000;0.000;0.000;0.000;-6.374;0.000;197.592;-6.374;-191.218;50.992;-50.992;6.374;0.000;0.000;-6.374;6.374;0.000;0.000;-6.374;0.000;0.000;0.000;12.748;-6.374;-12.748;12.748;0.000;114.731;0.000;-6.374;-6.374;-101.983;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-6.374;6.374;-6.374;6.374;0.000;0.000;0.000;6.374;19.122;-25.496;0.000;0.000;0.000;0.000;0.000;76.487;-63.739;38.244;-50.992;0.000;0.000;-6.374;6.374;-6.374;0.000;6.374;-6.374;0.000;12.748;-6.374;0.000;-6.374;6.374;0.000;0.000;0.000;-6.374;0.000;6.374;0.000;0.000;0.000;0.000;0.000;-6.374;6.374;0.000;0.000;0.000;-6.374;0.000;6.374;-6.374;6.374;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-6.374;254.958;-248.584;0.000;0.000;-6.374;0.000;0.000;0.000;6.374;0.000;0.000;-6.374;6.374;0.000;0.000;-6.374;0.000;6.374;-6.374;0.000;478.045;-478.045;6.374;0.000;0.000;-6.374;0.000;0.000;6.374;0.000;0.000;0.000;0.000;-6.374;0.000;0.000;0.000;478.045;-478.045;0.000;0.000;6.374;0.000;0.000;0.000;0.000;0.000;-6.374;0.000;6.374;0.000;-6.374;0.000;0.000;0.000;0.000;0.000;6.374;-6.374;0.000;0.000;6.374	5.106	4.993	11531.250	9
2	Spectrogram 1	1	2.000000000	4.000000000	0.0	24000.0	7.283		93.750;515.625;2953.125;140.625;46.875;2906.250;2812.500;562.500;93.750;328.125;3234.375;2812.500;93.750;140.625;93.750;1031.250;328.125;140.625;468.750;46.875;46.875;46.875;93.750;93.750;140.625;328.125;46.875;93.750;93.750;140.625;140.625;93.750;140.625;3281.250;656.250;3000.000;3375.000;2906.250;46.875;46.875;140.625;281.250;890.625;140.625;234.375;3562.500;1781.250;93.750;93.750;93.750;468.750;3140.625;1125.000;93.750;187.500;93.750;140.625;515.625;468.750;2109.375;93.750;93.750;93.750;140.625;93.750;796.875;3140.625;2953.125;1968.750;2437.500;93.750;93.750;93.750;1218.750;187.500;93.750;93.750;93.750;46.875;93.750;140.625;187.500;187.500;93.750;93.750;93.750;46.875;46.875;46.875;468.750;281.250;93.750;46.875;46.875;46.875;46.875;46.875;46.875;46.875;187.500;328.125;93.750;46.875;46.875;46.875;46.875;140.625;93.750;46.875;46.875;46.875;328.125;140.625;93.750;93.750;93.750;187.500;890.625;93.750;93.750;93.750;140.625;93.750;140.625;93.750;93.750;46.875;93.750;93.750;46.875;93.750;140.625;46.875;93.750;1406.250;2765.625;750.000;2203.125;234.375;93.750;46.875;46.875;234.375;93.750;93.750;46.875;187.500;93.750;46.875;46.875;46.875;46.875;46.875;93.750;328.125;187.500;46.875;46.875;140.625;1921.875;421.875;93.750;187.500;328.125;93.750;46.875;46.875;46.875;46.875;187.500;328.125;93.750;46.875;46.875;46.875;93.750;93.750;46.875;187.500;46.875;46.875;46.875;93.750;93.750;46.875;46.875;281.250;93.750;93.750;2343.750;609.375;46.875;93.750;46.875;93.750;93.750;46.875;93.750;46.875;93.750;187.500;187.500;93.750;140.625;93.750;46.875;93.750;46.875;93.750;234.375;93.750;234.375;890.625;93.750;93.750;93.750;93.750;46.875;46.875;93.750;46.875;93.750;46.875;46.875;93.750;93.750;281.250;46.875;93.750;93.750;93.750;46.875;140.625;140.625;93.750;93.750;46.875;93.750;1265.625;140.625;46.875;93.750;187.500;234.375;562.500;609.375;3000.000;3328.125;140.625;93.750;46.875;46.875;93.750;93.750;281.250;46.875;46.875;46.875;93.750;93.750;93.750;46.875;46.875;46.875;187.500;281.250;468.750;46.875;46.875;93.750;140.625;93.750	1828.125;3328.125;3609.375;3328.125;2906.250;3281.250;3281.250;3328.125;3281.250;3328.125;3328.125;3281.250;187.500;2718.750;1593.750;3984.375;3281.250;3562.500;3562.500;93.750;93.750;140.625;2671.875;1406.250;3421.875;2437.500;2109.375;140.625;140.625;3187.500;3046.875;2437.500;3328.125;6468.750;4453.125;3375.000;3468.750;3421.875;93.750;515.625;3328.125;3234.375;3281.250;3328.125;3515.625;4687.500;3562.500;3328.125;140.625;281.250;3796.875;4734.375;3703.125;140.625;6140.625;421.875;562.500;4687.500;3796.875;4828.125;3187.500;468.750;1031.250;3375.000;3562.500;3515.625;3515.625;3468.750;3468.750;3562.500;2859.375;281.250;3093.750;3562.500;2343.750;281.250;187.500;234.375;93.750;2906.250;2062.500;1312.500;562.500;93.750;140.625;140.625;93.750;46.875;93.750;2109.375;1031.250;281.250;93.750;93.750;93.750;93.750;187.500;93.750;93.750;3140.625;1828.125;234.375;93.750;281.250;140.625;93.750;3000.000;93.750;93.750;93.750;140.625;937.500;843.750;843.750;468.750;187.500;3234.375;3609.375;328.125;140.625;187.500;843.750;2765.625;3093.750;2390.625;3140.625;3000.000;93.750;796.875;93.750;1078.125;1968.750;93.750;140.625;3328.125;3234.375;3234.375;3515.625;3328.125;2906.250;3281.250;1593.750;1687.500;281.250;93.750;140.625;1640.625;93.750;421.875;93.750;140.625;140.625;1546.875;234.375;3046.875;3000.000;140.625;46.875;2390.625;2484.375;3796.875;3140.625;2625.000;3328.125;93.750;93.750;93.750;421.875;93.750;2062.500;515.625;140.625;93.750;93.750;93.750;3000.000;3140.625;843.750;3187.500;140.625;93.750;93.750;3281.250;187.500;93.750;93.750;3468.750;3046.875;140.625;3421.875;3468.750;93.750;234.375;3093.750;1453.125;328.125;93.750;234.375;93.750;93.750;2671.875;937.500;140.625;2906.250;140.625;93.750;93.750;93.750;281.250;3140.625;3375.000;3750.000;3609.375;656.250;750.000;140.625;703.125;2859.375;93.750;703.125;93.750;468.750;93.750;140.625;187.500;1734.375;3093.750;1875.000;140.625;515.625;843.750;281.250;703.125;1125.000;187.500;421.875;1078.125;1218.750;3609.375;562.500;281.250;1687.500;1031.250;656.250;3609.375;3562.500;3656.250;3656.250;3421.875;234.375;93.750;93.750;93.750;2062.500;984.375;3281.250;421.875;93.750;140.625;609.375;703.125;93.750;93.750;93.750;656.250;656.250;1125.000;93.750;93.750;609.375;328.125;515.625	4312.500;4406.250;4312.500;4312.500;4078.125;3375.000;3984.375;7265.625;7781.250;8109.375;6843.750;5015.625;3750.000;3796.875;4031.250;8671.875;8015.625;5250.000;4593.750;3656.250;3515.625;3281.250;3843.750;3515.625;3937.500;3562.500;3515.625;2062.500;3093.750;3468.750;5296.875;6468.750;7031.250;7359.375;7359.375;5906.250;7265.625;7500.000;3515.625;3656.250;5250.000;4406.250;4734.375;6093.750;6234.375;6796.875;6562.500;3843.750;3562.500;4687.500;6750.000;7078.125;7171.875;3609.375;7453.125;6515.625;6375.000;7312.500;6750.000;7218.750;5859.375;4734.375;4359.375;5015.625;5859.375;4687.500;6281.250;5109.375;5578.125;6468.750;3937.500;3515.625;3937.500;5531.250;4687.500;3515.625;4125.000;4078.125;234.375;5015.625;5343.750;5812.500;4312.500;187.500;2625.000;3421.875;562.500;281.250;375.000;5437.500;6093.750;1031.250;750.000;1734.375;609.375;375.000;3562.500;140.625;281.250;6328.125;5437.500;3468.750;4218.750;3468.750;375.000;1171.875;6609.375;187.500;140.625;140.625;1640.625;3562.500;3328.125;4500.000;3328.125;3750.000;4687.500;4125.000;3843.750;3140.625;3562.500;3656.250;4125.000;3515.625;3703.125;3562.500;3609.375;796.875;3656.250;3281.250;4171.875;3796.875;843.750;3375.000;4265.625;4453.125;3656.250;3843.750;3890.625;3843.750;3843.750;3468.750;3656.250;3234.375;703.125;3890.625;6937.500;890.625;3609.375;1781.250;3750.000;3796.875;3796.875;3796.875;3843.750;3609.375;3375.000;187.500;3703.125;3609.375;5062.500;3843.750;4218.750;4359.375;187.500;140.625;937.500;3796.875;187.500;3843.750;3703.125;2671.875;609.375;328.125;3328.125;3890.625;3656.250;3468.750;3890.625;3328.125;3187.500;3140.625;3609.375;3375.000;3093.750;3468.750;4125.000;3937.500;3656.250;4125.000;4031.250;609.375;3515.625;3796.875;3796.875;3609.375;3421.875;3609.375;750.000;2484.375;4218.750;3750.000;2953.125;3984.375;3375.000;796.875;3046.875;796.875;3468.750;3656.250;3843.750;3843.750;4171.875;3562.500;3843.750;3468.750;3750.000;4218.750;1359.375;3609.375;984.375;3890.625;562.500;984.375;3609.375;3796.875;5250.000;3984.375;3000.000;2156.250;3750.000;1781.250;3750.000;3984.375;3656.250;3750.000;4500.000;3609.375;5062.500;3515.625;3375.000;3890.625;4125.000;3609.375;4265.625;4218.750;3984.375;3750.000;3703.125;3562.500;187.500;140.625;3656.250;3703.125;3703.125;3750.000;3515.625;328.125;3468.750;3750.000;3468.750;609.375;328.125;3281.250;3750.000;2953.125;3703.125;375.000;140.625;1875.000;3750.000;3328.125	-44.34	-0.024	987.960	-6.374;439.802;-439.802;0.000;439.802;0.000;0.000;-439.802;0.000;439.802;-6.374;-427.054;6.374;-12.748;0.000;0.000;6.374;478.045;-484.419;0.000;6.374;0.000;0.000;0.000;-6.374;0.000;6.374;0.000;0.000;6.374;-6.374;0.000;987.960;-987.960;446.176;0.000;567.280;-1019.830;0.000;6.374;0.000;0.000;0.000;0.000;905.099;-433.428;-471.671;0.000;0.000;898.725;-471.671;-420.680;-6.374;6.374;-6.374;0.000;31.870;-31.870;-6.374;6.374;0.000;0.000;6.374;-6.374;471.671;-31.870;19.122;0.000;6.374;-465.297;0.000;0.000;6.374;0.000;-12.748;6.374;0.000;0.000;0.000;-6.374;6.374;-6.374;6.374;0.000;0.000;-6.374;0.000;6.374;44.618;-44.618;0.000;0.000;0.000;0.000;0.000;-6.374;0.000;6.374;6.374;-6.374;0.000;-6.374;0.000;6.374;0.000;-6.374;6.374;-6.374;0.000;0.000;0.000;12.748;-12.748;6.374;0.000;-6.374;490.793;-484.419;0.000;6.374;0.000;-12.748;6.374;0.000;-6.374;0.000;6.374;-6.374;0.000;0.000;0.000;0.000;6.374;420.680;6.374;0.000;-12.748;-401.558;-12.748;-6.374;0.000;6.374;0.000;0.000;-6.374;12.748;-6.374;-6.374;0.000;0.000;0.000;0.000;6.374;-6.374;6.374;0.000;-6.374;0.000;331.445;-331.445;6.374;0.000;12.748;-12.748;-6.374;0.000;0.000;6.374;12.748;-19.122;6.374;0.000;-6.374;0.000;0.000;6.374;-6.374;0.000;0.000;0.000;0.000;0.000;6.374;0.000;-6.374;0.000;6.374;0.000;503.541;-6.374;-497.167;0.000;-6.374;6.374;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;-6.374;509.915;-25.496;-478.045;0.000;0.000;-6.374;-6.374;6.374;0.000;0.000;6.374;0.000;-6.374;6.374;0.000;-6.374;0.000;6.374;0.000;-6.374;0.000;6.374;0.000;0.000;0.000;-6.374;0.000;497.167;-490.793;-6.374;0.000;12.748;0.000;-12.748;6.374;484.419;0.000;0.000;-484.419;0.000;0.000;0.000;-6.374;0.000;0.000;0.000;6.374;0.000;0.000;0.000;0.000;-6.374;0.000;12.748;0.000;-6.374;-6.374;6.374;-6.374;19.122;-19.122	6.104	5.512	9421.875	9
