Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Entropy (bits)	Max Amp (U)	Freq Contour 25% (Hz)	Freq Contour 50% (Hz)	Freq Contour 75% (Hz)	Inband Power (dB FS)	PFC Avg Slope (Hz/ms)	PFC Max Slope (Hz/ms)	PFC Slope (Hz/ms)	Agg Entropy (bits)	Avg Entropy (bits)	BW 90% (Hz)	Trial
1	Spectrogram 1	1	5.000000000	7.000000000	0.0	24000.0	6.736		93.750;93.750;46.875;46.875;46.875;93.750;46.875;140.625;46.875;187.500;93.750;93.750;1031.250;187.500;46.875;46.875;187.500;140.625;515.625;1265.625;1781.250;93.750;46.875;93.750;46.875;46.875;46.875;46.875;46.875;93.750;234.375;93.750;93.750;46.875;46.875;46.875;46.875;46.875;93.750;281.250;46.875;46.875;46.875;46.875;46.875;187.500;93.750;46.875;46.875;46.875;46.875;46.875;46.875;46.875;46.875;46.875;46.875;93.750;140.625;281.250;187.500;140.625;328.125;46.875;46.875;46.875;46.875;46.875;46.875;46.875;46.875;46.875;375.000;187.500;93.750;46.875;46.875;93.750;46.875;46.875;93.750;46.875;93.750;140.625;46.875;46.875;46.875;46.875;46.875;46.875;93.750;46.875;46.875;46.875;46.875;93.750;46.875;46.875;0.000;46.875;46.875;46.875;46.875;46.875;140.625;93.750;46.875;93.750;140.625;93.750;93.750;93.750;46.875;46.875;93.750;328.125;93.750;46.875;46.875;46.875;140.625;46.875;46.875;46.875;46.875;46.875;46.875;187.500;93.750;46.875;93.750;93.750;46.875;46.875;93.750;46.875;46.875;46.875;46.875;93.750;93.750;46.875;93.750;234.375;328.125;140.625;93.750;46.875;46.875;46.875;93.750;93.750;46.875;93.750;46.875;46.875;46.875;46.875;93.750;93.750;46.875;93.750;93.750;93.750;93.750;46.875;46.875;93.750;140.625;46.875;46.875;46.875;46.875;93.750;93.750;140.625;93.750;46.875;46.875;46.875;46.875;46.875;93.750;93.750;187.500;93.750;46.875;46.875;46.875;46.875;46.875;46.875;140.625;140.625;93.750;187.500;140.625;93.750;93.750;93.750;234.375;46.875;46.875;46.875;46.875;46.875;93.750;93.750;140.625;46.875;46.875;46.875;46.875;46.875;93.750;93.750;46.875;93.750;93.750;140.625;46.875;46.875;281.250;93.750;46.875;46.875;46.875;0.000;46.875;46.875;46.875;46.875;187.500;140.625;46.875;46.875;46.875;93.750;140.625;46.875;46.875;46.875;187.500;93.750;46.875;46.875;46.875;93.750;93.750;93.750;46.875;46.875;46.875;46.875;93.750;46.875;46.875;46.875;93.750;187.500;93.750;93.750;93.750;46.875;93.750;93.750;46.875;46.875;93.750;140.625;93.750;46.875	3515.625;1593.750;93.750;93.750;93.750;93.750;93.750;6000.000;140.625;2625.000;140.625;140.625;5953.125;4265.625;93.750;93.750;421.875;5859.375;5718.750;6281.250;6703.125;3421.875;93.750;3562.500;281.250;93.750;93.750;93.750;93.750;140.625;750.000;140.625;93.750;93.750;93.750;46.875;93.750;93.750;234.375;4265.625;93.750;93.750;93.750;46.875;140.625;609.375;140.625;93.750;93.750;93.750;93.750;46.875;46.875;46.875;46.875;93.750;93.750;93.750;187.500;468.750;375.000;281.250;4218.750;93.750;46.875;93.750;93.750;46.875;46.875;93.750;93.750;93.750;1031.250;515.625;140.625;93.750;93.750;187.500;93.750;93.750;93.750;93.750;93.750;187.500;93.750;93.750;46.875;93.750;93.750;140.625;984.375;93.750;93.750;93.750;234.375;140.625;93.750;46.875;46.875;93.750;93.750;93.750;46.875;93.750;328.125;375.000;234.375;234.375;3562.500;140.625;93.750;140.625;140.625;46.875;140.625;2578.125;750.000;46.875;93.750;93.750;281.250;93.750;93.750;93.750;93.750;46.875;140.625;562.500;234.375;187.500;93.750;93.750;93.750;93.750;140.625;93.750;46.875;93.750;93.750;93.750;187.500;187.500;93.750;281.250;562.500;421.875;187.500;93.750;93.750;93.750;140.625;140.625;93.750;140.625;93.750;93.750;93.750;93.750;93.750;93.750;93.750;93.750;328.125;234.375;140.625;93.750;93.750;234.375;281.250;93.750;234.375;93.750;93.750;234.375;140.625;187.500;140.625;93.750;93.750;93.750;93.750;234.375;140.625;187.500;328.125;140.625;93.750;46.875;140.625;93.750;46.875;93.750;515.625;375.000;140.625;375.000;281.250;140.625;93.750;140.625;937.500;140.625;93.750;46.875;93.750;93.750;234.375;234.375;234.375;93.750;93.750;93.750;93.750;93.750;140.625;140.625;140.625;93.750;140.625;234.375;281.250;93.750;375.000;375.000;93.750;93.750;46.875;46.875;93.750;93.750;46.875;46.875;703.125;187.500;93.750;93.750;93.750;93.750;281.250;187.500;93.750;93.750;328.125;140.625;93.750;187.500;328.125;234.375;140.625;140.625;140.625;93.750;93.750;93.750;93.750;93.750;93.750;93.750;140.625;375.000;140.625;140.625;140.625;93.750;140.625;187.500;93.750;93.750;140.625;281.250;140.625;93.750	6140.625;6000.000;5156.250;328.125;5812.500;3890.625;328.125;8578.125;5953.125;6750.000;5109.375;6000.000;6984.375;6890.625;140.625;375.000;6281.250;6234.375;6421.875;6984.375;7265.625;6843.750;5578.125;8015.625;6890.625;281.250;140.625;234.375;281.250;281.250;6937.500;281.250;234.375;281.250;140.625;328.125;140.625;703.125;6843.750;9000.000;281.250;140.625;93.750;93.750;656.250;5390.625;421.875;140.625;93.750;281.250;234.375;93.750;93.750;93.750;93.750;93.750;93.750;140.625;468.750;890.625;5718.750;4921.875;6937.500;1125.000;93.750;93.750;140.625;234.375;234.375;140.625;140.625;609.375;6093.750;3468.750;937.500;140.625;234.375;3703.125;140.625;1031.250;140.625;375.000;140.625;1312.500;187.500;93.750;93.750;140.625;375.000;3843.750;6937.500;468.750;187.500;234.375;281.250;421.875;93.750;93.750;93.750;281.250;2718.750;140.625;421.875;281.250;3656.250;6796.875;656.250;3890.625;6750.000;187.500;375.000;562.500;6609.375;234.375;328.125;6984.375;3468.750;328.125;187.500;187.500;2531.250;140.625;140.625;140.625;140.625;234.375;984.375;6656.250;375.000;3187.500;328.125;140.625;93.750;2953.125;3234.375;140.625;93.750;187.500;234.375;140.625;4781.250;515.625;328.125;375.000;6843.750;6656.250;656.250;234.375;421.875;140.625;375.000;609.375;187.500;468.750;281.250;93.750;140.625;421.875;140.625;140.625;140.625;421.875;984.375;703.125;281.250;140.625;140.625;656.250;6843.750;187.500;609.375;140.625;140.625;468.750;281.250;937.500;187.500;140.625;140.625;140.625;187.500;3843.750;890.625;375.000;6796.875;328.125;140.625;93.750;281.250;140.625;187.500;140.625;6796.875;6937.500;187.500;515.625;1359.375;375.000;140.625;1312.500;8015.625;703.125;140.625;140.625;281.250;140.625;796.875;656.250;5250.000;140.625;140.625;93.750;140.625;234.375;750.000;609.375;515.625;140.625;3984.375;6890.625;1734.375;609.375;6281.250;6843.750;140.625;93.750;93.750;93.750;93.750;468.750;93.750;140.625;6937.500;1265.625;93.750;93.750;140.625;281.250;703.125;703.125;140.625;140.625;6234.375;609.375;140.625;328.125;6937.500;1078.125;1265.625;421.875;6890.625;140.625;281.250;140.625;140.625;234.375;93.750;93.750;234.375;843.750;421.875;234.375;234.375;281.250;421.875;2531.250;281.250;609.375;1078.125;3609.375;2859.375;140.625	-49.37	0.024	917.847	6.374;-6.374;0.000;0.000;6.374;0.000;-6.374;0.000;19.122;-12.748;0.000;19.122;-25.496;6.374;0.000;0.000;0.000;25.496;6.374;866.856;-898.725;-6.374;0.000;0.000;6.374;0.000;-6.374;6.374;0.000;25.496;-25.496;0.000;-6.374;0.000;0.000;0.000;6.374;0.000;25.496;-25.496;0.000;-6.374;0.000;0.000;0.000;6.374;0.000;0.000;-6.374;0.000;0.000;0.000;0.000;0.000;0.000;6.374;0.000;6.374;19.122;-6.374;-6.374;917.847;-936.969;0.000;0.000;6.374;-6.374;0.000;0.000;6.374;-6.374;38.244;-12.748;-19.122;-6.374;0.000;12.748;-6.374;-6.374;6.374;-6.374;6.374;6.374;-6.374;-6.374;0.000;6.374;-6.374;0.000;6.374;-6.374;6.374;-6.374;0.000;6.374;0.000;-6.374;0.000;6.374;-6.374;6.374;-6.374;0.000;12.748;-12.748;0.000;6.374;-12.748;12.748;0.000;0.000;-6.374;0.000;6.374;31.870;-38.244;0.000;0.000;6.374;12.748;-19.122;6.374;-6.374;0.000;0.000;0.000;0.000;6.374;-6.374;6.374;0.000;0.000;0.000;0.000;0.000;-6.374;6.374;0.000;0.000;0.000;-6.374;6.374;25.496;6.374;-25.496;0.000;-12.748;0.000;6.374;0.000;0.000;-6.374;6.374;0.000;-6.374;6.374;-6.374;6.374;0.000;0.000;0.000;-6.374;0.000;6.374;0.000;0.000;-6.374;12.748;-6.374;-6.374;6.374;0.000;0.000;0.000;6.374;0.000;-6.374;0.000;0.000;0.000;-6.374;12.748;0.000;6.374;-6.374;-12.748;0.000;6.374;0.000;-6.374;0.000;12.748;0.000;-6.374;19.122;-19.122;0.000;0.000;0.000;6.374;-6.374;0.000;-6.374;0.000;6.374;-6.374;6.374;6.374;-6.374;-6.374;0.000;6.374;-6.374;6.374;0.000;-6.374;6.374;0.000;6.374;-12.748;0.000;38.244;-31.870;0.000;-6.374;0.000;0.000;0.000;0.000;0.000;0.000;0.000;12.748;-6.374;0.000;0.000;0.000;25.496;-31.870;0.000;6.374;6.374;-6.374;0.000;-6.374;0.000;6.374;0.000;0.000;-6.374;0.000;0.000;6.374;0.000;0.000;0.000;0.000;0.000;6.374;-6.374;0.000;0.000;-6.374;6.374;6.374;-6.374;-6.374;12.748;-6.374;0.000;0.000	4.207	4.191	7875.000	1
2	Spectrogram 1	1	7.000000000	9.000000000	0.0	24000.0	6.067		46.875;93.750;93.750;93.750;140.625;93.750;46.875;46.875;93.750;46.875;46.875;93.750;93.750;46.875;93.750;93.750;93.750;281.250;46.875;46.875;46.875;46.875;46.875;46.875;93.750;46.875;140.625;93.750;46.875;46.875;46.875;46.875;46.875;46.875;46.875;46.875;140.625;93.750;93.750;46.875;46.875;93.750;234.375;140.625;46.875;46.875;93.750;46.875;46.875;93.750;46.875;93.750;93.750;46.875;93.750;93.750;140.625;46.875;46.875;46.875;46.875;93.750;46.875;46.875;46.875;46.875;46.875;187.500;46.875;46.875;93.750;93.750;93.750;281.250;140.625;46.875;46.875;93.750;93.750;140.625;46.875;46.875;46.875;93.750;46.875;46.875;46.875;93.750;93.750;187.500;46.875;46.875;46.875;93.750;46.875;46.875;140.625;46.875;46.875;46.875;46.875;46.875;46.875;46.875;93.750;46.875;46.875;93.750;46.875;46.875;46.875;46.875;46.875;46.875;0.000;46.875;93.750;93.750;46.875;46.875;93.750;93.750;93.750;93.750;46.875;281.250;93.750;187.500;187.500;140.625;46.875;46.875;46.875;46.875;46.875;46.875;93.750;93.750;46.875;46.875;93.750;93.750;93.750;93.750;93.750;93.750;93.750;46.875;93.750;46.875;46.875;46.875;46.875;46.875;46.875;46.875;93.750;46.875;46.875;93.750;93.750;46.875;46.875;46.875;46.875;46.875;187.500;140.625;46.875;46.875;46.875;46.875;46.875;46.875;93.750;46.875;46.875;140.625;93.750;93.750;46.875;46.875;46.875;93.750;187.500;1031.250;93.750;93.750;46.875;46.875;46.875;46.875;46.875;46.875;46.875;46.875;93.750;187.500;93.750;46.875;46.875;46.875;46.875;46.875;187.500;46.875;46.875;46.875;140.625;93.750;46.875;46.875;140.625;93.750;46.875;46.875;93.750;93.750;93.750;93.750;93.750;93.750;46.875;46.875;0.000;46.875;46.875;46.875;46.875;46.875;46.875;46.875;46.875;46.875;0.000;46.875;46.875;46.875;0.000;46.875;187.500;46.875;46.875;46.875;140.625;46.875;46.875;46.875;46.875;46.875;46.875;46.875;46.875;93.750;46.875;46.875;46.875;46.875;93.750;46.875;46.875;46.875;46.875;46.875;46.875;46.875;46.875;46.875;93.750;46.875;46.875	93.750;93.750;140.625;93.750;328.125;93.750;93.750;93.750;140.625;140.625;93.750;187.500;93.750;93.750;140.625;140.625;140.625;843.750;93.750;93.750;93.750;656.250;93.750;93.750;140.625;93.750;187.500;140.625;93.750;93.750;93.750;93.750;93.750;46.875;46.875;93.750;187.500;140.625;93.750;187.500;93.750;93.750;281.250;187.500;93.750;93.750;375.000;93.750;46.875;93.750;93.750;187.500;140.625;281.250;140.625;93.750;187.500;187.500;93.750;93.750;93.750;421.875;93.750;93.750;93.750;93.750;93.750;281.250;93.750;93.750;234.375;93.750;140.625;328.125;328.125;140.625;93.750;140.625;234.375;187.500;93.750;93.750;515.625;328.125;140.625;93.750;93.750;234.375;140.625;609.375;468.750;93.750;93.750;140.625;93.750;93.750;234.375;93.750;46.875;93.750;93.750;93.750;93.750;93.750;328.125;93.750;93.750;93.750;46.875;93.750;93.750;93.750;46.875;46.875;46.875;93.750;140.625;140.625;93.750;93.750;187.500;234.375;187.500;234.375;93.750;515.625;140.625;703.125;281.250;281.250;46.875;46.875;46.875;46.875;93.750;93.750;93.750;140.625;93.750;93.750;140.625;140.625;140.625;93.750;140.625;234.375;93.750;93.750;281.250;46.875;93.750;46.875;375.000;93.750;93.750;93.750;140.625;234.375;46.875;140.625;187.500;93.750;93.750;140.625;93.750;140.625;281.250;187.500;140.625;93.750;46.875;46.875;46.875;93.750;93.750;140.625;140.625;796.875;187.500;93.750;187.500;93.750;281.250;281.250;843.750;3375.000;562.500;234.375;93.750;93.750;93.750;93.750;93.750;93.750;93.750;281.250;140.625;234.375;140.625;93.750;93.750;93.750;93.750;468.750;562.500;93.750;93.750;93.750;328.125;140.625;93.750;46.875;421.875;281.250;93.750;140.625;140.625;140.625;328.125;140.625;140.625;187.500;328.125;93.750;46.875;46.875;46.875;93.750;93.750;93.750;140.625;93.750;46.875;46.875;46.875;93.750;93.750;93.750;46.875;93.750;328.125;93.750;46.875;93.750;187.500;93.750;93.750;93.750;93.750;93.750;93.750;46.875;421.875;140.625;93.750;93.750;93.750;140.625;93.750;93.750;93.750;93.750;93.750;93.750;93.750;93.750;93.750;93.750;187.500;140.625;93.750	140.625;140.625;328.125;281.250;3609.375;281.250;93.750;140.625;468.750;421.875;140.625;3656.250;187.500;281.250;328.125;703.125;1125.000;6890.625;140.625;140.625;375.000;6890.625;140.625;703.125;234.375;1406.250;2812.500;421.875;234.375;140.625;187.500;796.875;140.625;140.625;562.500;140.625;328.125;656.250;187.500;468.750;890.625;234.375;843.750;281.250;140.625;234.375;3046.875;140.625;890.625;750.000;1359.375;375.000;843.750;515.625;187.500;140.625;1078.125;562.500;140.625;234.375;140.625;562.500;140.625;93.750;93.750;93.750;140.625;5625.000;375.000;140.625;6750.000;187.500;281.250;2437.500;890.625;328.125;375.000;375.000;328.125;468.750;140.625;140.625;4687.500;6843.750;1265.625;140.625;328.125;328.125;468.750;1312.500;3843.750;515.625;468.750;234.375;140.625;140.625;1265.625;281.250;187.500;140.625;328.125;140.625;468.750;421.875;421.875;140.625;140.625;187.500;93.750;750.000;140.625;140.625;93.750;93.750;375.000;6796.875;421.875;281.250;140.625;140.625;4125.000;6656.250;6515.625;890.625;187.500;6843.750;328.125;7031.250;1781.250;1828.125;234.375;93.750;93.750;93.750;93.750;93.750;140.625;328.125;140.625;750.000;421.875;562.500;562.500;140.625;187.500;6703.125;328.125;328.125;421.875;140.625;93.750;234.375;2625.000;140.625;93.750;140.625;1031.250;1171.875;140.625;281.250;2625.000;328.125;281.250;375.000;328.125;187.500;4921.875;1734.375;328.125;187.500;93.750;93.750;140.625;140.625;140.625;3515.625;468.750;3562.500;3468.750;515.625;468.750;140.625;3421.875;3421.875;3421.875;5859.375;3421.875;703.125;281.250;93.750;140.625;281.250;140.625;93.750;140.625;3562.500;2531.250;1078.125;3703.125;3046.875;421.875;328.125;562.500;3421.875;6187.500;562.500;375.000;187.500;843.750;187.500;140.625;234.375;4828.125;890.625;140.625;187.500;140.625;187.500;750.000;656.250;375.000;1265.625;6562.500;140.625;421.875;93.750;93.750;93.750;93.750;140.625;468.750;93.750;93.750;93.750;93.750;140.625;281.250;140.625;328.125;234.375;6796.875;328.125;93.750;140.625;234.375;93.750;140.625;140.625;140.625;140.625;140.625;140.625;3468.750;234.375;140.625;140.625;140.625;375.000;1453.125;140.625;140.625;562.500;140.625;140.625;468.750;187.500;234.375;468.750;3375.000;3562.500;140.625	-49.16	-0.024	446.176	0.000;0.000;0.000;6.374;-6.374;0.000;0.000;0.000;-6.374;6.374;6.374;-6.374;0.000;0.000;0.000;0.000;25.496;-25.496;-6.374;0.000;0.000;0.000;0.000;6.374;0.000;6.374;-6.374;0.000;0.000;0.000;-6.374;6.374;-6.374;0.000;6.374;6.374;-6.374;0.000;-6.374;0.000;6.374;19.122;-12.748;-6.374;0.000;0.000;0.000;-6.374;6.374;-6.374;6.374;0.000;-6.374;6.374;0.000;6.374;-12.748;6.374;-6.374;6.374;-6.374;6.374;0.000;-6.374;6.374;-6.374;25.496;-25.496;6.374;-6.374;6.374;6.374;19.122;-25.496;-6.374;0.000;12.748;-6.374;12.748;-12.748;-6.374;0.000;0.000;0.000;0.000;0.000;6.374;0.000;6.374;-12.748;0.000;0.000;6.374;0.000;-6.374;12.748;-6.374;-6.374;0.000;0.000;6.374;-6.374;0.000;0.000;6.374;0.000;0.000;-6.374;0.000;6.374;-6.374;0.000;0.000;0.000;0.000;6.374;6.374;-12.748;0.000;6.374;0.000;0.000;0.000;0.000;25.496;-25.496;0.000;19.122;0.000;-25.496;0.000;0.000;0.000;0.000;6.374;0.000;-6.374;6.374;-6.374;6.374;0.000;0.000;0.000;6.374;-6.374;0.000;0.000;0.000;-6.374;6.374;-6.374;0.000;6.374;-6.374;6.374;0.000;-6.374;0.000;6.374;0.000;-6.374;0.000;0.000;0.000;6.374;12.748;-6.374;-6.374;-6.374;0.000;0.000;0.000;0.000;6.374;-12.748;12.748;6.374;-6.374;0.000;-6.374;6.374;-6.374;6.374;446.176;0.000;-446.176;-6.374;0.000;0.000;6.374;-6.374;0.000;0.000;6.374;-12.748;12.748;12.748;-12.748;-6.374;0.000;0.000;0.000;0.000;19.122;-12.748;-6.374;0.000;12.748;-6.374;0.000;-6.374;0.000;6.374;-6.374;0.000;6.374;0.000;-6.374;6.374;0.000;0.000;-6.374;6.374;-6.374;0.000;0.000;6.374;-6.374;6.374;-6.374;0.000;0.000;0.000;0.000;0.000;0.000;6.374;-6.374;0.000;19.122;-19.122;0.000;6.374;6.374;-6.374;0.000;0.000;0.000;0.000;0.000;-6.374;0.000;6.374;0.000;-6.374;0.000;0.000;6.374;0.000;0.000;-6.374;6.374;-6.374;0.000;0.000;0.000;6.374;0.000;-6.374;0.000	3.850	3.961	6937.500	1
3	Spectrogram 1	1	9.000000000	11.000000000	0.0	24000.0	6.618		46.875;46.875;46.875;93.750;93.750;93.750;93.750;93.750;93.750;46.875;46.875;93.750;93.750;187.500;93.750;46.875;375.000;281.250;93.750;46.875;46.875;46.875;93.750;46.875;93.750;187.500;46.875;46.875;46.875;46.875;0.000;46.875;93.750;46.875;46.875;375.000;140.625;46.875;46.875;46.875;46.875;46.875;93.750;93.750;46.875;46.875;46.875;93.750;46.875;46.875;46.875;46.875;93.750;93.750;46.875;93.750;46.875;46.875;46.875;46.875;93.750;187.500;93.750;93.750;46.875;46.875;93.750;187.500;281.250;140.625;46.875;46.875;281.250;46.875;46.875;46.875;93.750;187.500;93.750;46.875;46.875;46.875;46.875;46.875;46.875;93.750;93.750;234.375;46.875;46.875;0.000;46.875;93.750;93.750;93.750;46.875;93.750;93.750;46.875;46.875;140.625;46.875;46.875;93.750;421.875;46.875;46.875;46.875;93.750;93.750;140.625;93.750;93.750;46.875;46.875;93.750;140.625;46.875;46.875;46.875;93.750;93.750;234.375;46.875;93.750;46.875;46.875;46.875;46.875;46.875;46.875;46.875;46.875;46.875;93.750;140.625;93.750;234.375;46.875;46.875;46.875;46.875;46.875;46.875;0.000;46.875;46.875;93.750;93.750;93.750;234.375;93.750;93.750;46.875;46.875;46.875;46.875;46.875;46.875;46.875;0.000;46.875;46.875;46.875;46.875;46.875;93.750;93.750;93.750;46.875;328.125;93.750;46.875;93.750;46.875;328.125;281.250;46.875;46.875;46.875;46.875;46.875;46.875;46.875;93.750;187.500;93.750;93.750;234.375;46.875;46.875;46.875;46.875;46.875;46.875;46.875;46.875;93.750;140.625;46.875;93.750;46.875;46.875;46.875;93.750;140.625;93.750;46.875;46.875;187.500;93.750;93.750;281.250;46.875;234.375;187.500;93.750;140.625;93.750;46.875;46.875;46.875;46.875;46.875;46.875;46.875;46.875;140.625;140.625;140.625;93.750;93.750;93.750;93.750;93.750;93.750;93.750;93.750;93.750;46.875;93.750;93.750;93.750;46.875;46.875;46.875;46.875;46.875;140.625;46.875;46.875;46.875;46.875;93.750;46.875;46.875;93.750;93.750;93.750;93.750;140.625;93.750;93.750;46.875;46.875;93.750;328.125;46.875;93.750;46.875;46.875	46.875;93.750;93.750;140.625;140.625;3375.000;140.625;93.750;2578.125;93.750;93.750;140.625;515.625;3375.000;140.625;234.375;3281.250;3281.250;140.625;93.750;93.750;93.750;93.750;93.750;328.125;1640.625;187.500;93.750;93.750;46.875;46.875;93.750;140.625;93.750;93.750;1171.875;375.000;93.750;93.750;93.750;93.750;93.750;140.625;187.500;93.750;93.750;93.750;187.500;93.750;46.875;93.750;93.750;421.875;187.500;93.750;140.625;93.750;46.875;93.750;93.750;140.625;281.250;468.750;375.000;93.750;93.750;281.250;421.875;328.125;328.125;93.750;93.750;375.000;93.750;93.750;93.750;421.875;562.500;234.375;93.750;46.875;93.750;93.750;93.750;93.750;93.750;234.375;421.875;93.750;46.875;46.875;93.750;140.625;140.625;93.750;93.750;281.250;234.375;46.875;46.875;187.500;93.750;93.750;140.625;4968.750;93.750;93.750;93.750;140.625;140.625;6046.875;1125.000;93.750;140.625;93.750;187.500;421.875;93.750;93.750;93.750;93.750;93.750;562.500;93.750;609.375;93.750;46.875;46.875;93.750;93.750;93.750;93.750;93.750;93.750;187.500;187.500;281.250;328.125;93.750;93.750;93.750;281.250;93.750;46.875;46.875;93.750;46.875;140.625;281.250;468.750;281.250;187.500;187.500;93.750;46.875;46.875;93.750;93.750;93.750;93.750;46.875;46.875;46.875;46.875;46.875;93.750;140.625;93.750;93.750;140.625;562.500;281.250;93.750;140.625;187.500;3937.500;468.750;93.750;93.750;93.750;234.375;93.750;93.750;46.875;328.125;328.125;140.625;281.250;562.500;93.750;46.875;93.750;93.750;46.875;46.875;46.875;93.750;234.375;375.000;140.625;93.750;93.750;93.750;93.750;93.750;468.750;375.000;93.750;93.750;281.250;140.625;281.250;375.000;140.625;421.875;468.750;562.500;468.750;281.250;375.000;93.750;93.750;93.750;93.750;93.750;46.875;93.750;281.250;468.750;375.000;187.500;140.625;375.000;93.750;140.625;187.500;140.625;234.375;281.250;93.750;281.250;281.250;140.625;93.750;93.750;93.750;93.750;93.750;421.875;93.750;46.875;93.750;93.750;93.750;93.750;93.750;93.750;234.375;281.250;234.375;281.250;187.500;281.250;281.250;93.750;187.500;703.125;468.750;140.625;93.750;93.750	93.750;140.625;140.625;562.500;2625.000;3562.500;234.375;187.500;3421.875;140.625;421.875;281.250;3375.000;3421.875;3328.125;3375.000;3703.125;3937.500;3656.250;140.625;140.625;890.625;140.625;562.500;3234.375;4078.125;562.500;140.625;93.750;93.750;93.750;93.750;281.250;328.125;187.500;6843.750;984.375;140.625;140.625;421.875;140.625;562.500;3937.500;656.250;187.500;187.500;281.250;656.250;187.500;93.750;93.750;140.625;1640.625;843.750;1640.625;7828.125;140.625;93.750;93.750;375.000;328.125;562.500;6843.750;6890.625;140.625;140.625;4218.750;937.500;421.875;796.875;187.500;328.125;4640.625;140.625;93.750;187.500;4734.375;6843.750;515.625;421.875;93.750;93.750;140.625;1500.000;281.250;140.625;421.875;1500.000;140.625;93.750;93.750;140.625;375.000;515.625;140.625;187.500;468.750;6609.375;93.750;93.750;234.375;140.625;93.750;187.500;7031.250;187.500;140.625;93.750;937.500;187.500;6796.875;7078.125;375.000;468.750;468.750;6281.250;6984.375;140.625;140.625;140.625;187.500;140.625;4546.875;750.000;6937.500;140.625;93.750;140.625;281.250;140.625;234.375;375.000;140.625;140.625;375.000;328.125;750.000;3656.250;140.625;93.750;93.750;6796.875;93.750;93.750;93.750;140.625;93.750;421.875;1546.875;4218.750;562.500;515.625;515.625;421.875;93.750;93.750;93.750;421.875;140.625;93.750;93.750;93.750;93.750;93.750;93.750;93.750;375.000;281.250;234.375;515.625;6890.625;703.125;328.125;140.625;6890.625;7031.250;843.750;234.375;515.625;140.625;328.125;1125.000;140.625;93.750;609.375;6890.625;187.500;1312.500;6890.625;515.625;93.750;93.750;328.125;93.750;93.750;93.750;140.625;515.625;6750.000;6750.000;187.500;140.625;140.625;140.625;187.500;6843.750;890.625;187.500;140.625;375.000;281.250;6843.750;4171.875;937.500;4968.750;6890.625;6515.625;3656.250;375.000;3843.750;375.000;281.250;281.250;656.250;234.375;140.625;328.125;3515.625;3843.750;3890.625;609.375;796.875;1359.375;281.250;281.250;703.125;234.375;375.000;6796.875;890.625;515.625;562.500;281.250;140.625;140.625;93.750;140.625;281.250;3468.750;515.625;93.750;140.625;140.625;1078.125;1125.000;656.250;421.875;1031.250;1171.875;796.875;890.625;515.625;3562.500;1125.000;281.250;750.000;5531.250;3562.500;234.375;468.750;703.125	-49.14	-0.000	452.550	6.374;0.000;6.374;-6.374;-6.374;6.374;0.000;0.000;-6.374;0.000;6.374;0.000;446.176;-446.176;-6.374;452.550;-6.374;-439.802;0.000;0.000;-6.374;6.374;0.000;0.000;6.374;-12.748;6.374;-6.374;0.000;0.000;6.374;0.000;0.000;0.000;31.870;-31.870;0.000;0.000;-6.374;6.374;0.000;0.000;0.000;-6.374;6.374;0.000;6.374;-6.374;-6.374;6.374;0.000;0.000;6.374;-6.374;0.000;0.000;-6.374;0.000;0.000;6.374;12.748;-19.122;0.000;6.374;-6.374;0.000;50.992;-12.748;0.000;-31.870;-6.374;31.870;-25.496;-6.374;6.374;-6.374;0.000;6.374;-6.374;0.000;6.374;-6.374;0.000;6.374;0.000;0.000;-6.374;6.374;-6.374;0.000;6.374;0.000;0.000;0.000;0.000;25.496;-31.870;0.000;0.000;12.748;-6.374;0.000;0.000;12.748;-12.748;-6.374;0.000;12.748;-6.374;6.374;-6.374;0.000;-6.374;0.000;6.374;-6.374;0.000;6.374;0.000;0.000;0.000;-6.374;0.000;0.000;6.374;-6.374;0.000;6.374;0.000;-6.374;0.000;6.374;0.000;12.748;-6.374;-6.374;25.496;-25.496;0.000;0.000;-6.374;0.000;0.000;0.000;6.374;-6.374;6.374;0.000;0.000;19.122;-12.748;0.000;-12.748;0.000;0.000;6.374;-6.374;6.374;0.000;-6.374;0.000;0.000;0.000;0.000;6.374;-6.374;6.374;0.000;0.000;31.870;-6.374;-31.870;6.374;-6.374;31.870;25.496;-50.992;-6.374;6.374;-6.374;0.000;0.000;0.000;0.000;12.748;-6.374;-6.374;6.374;-6.374;0.000;6.374;-6.374;0.000;0.000;0.000;6.374;-6.374;6.374;-6.374;6.374;-6.374;6.374;-6.374;6.374;6.374;-12.748;0.000;6.374;19.122;-19.122;0.000;31.870;-38.244;6.374;12.748;-19.122;0.000;31.870;-31.870;6.374;-6.374;0.000;0.000;0.000;0.000;0.000;12.748;-6.374;31.870;-31.870;0.000;-6.374;6.374;0.000;0.000;0.000;0.000;0.000;-6.374;6.374;-6.374;6.374;-6.374;6.374;-6.374;6.374;0.000;6.374;-12.748;0.000;0.000;6.374;0.000;0.000;-6.374;6.374;0.000;-6.374;6.374;0.000;6.374;-6.374;-6.374;0.000;12.748;25.496;-38.244;6.374;0.000;-6.374	3.974	4.101	6984.375	1
